0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.16
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.15
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.01; 0.16
0.00; 0.16
0.01; 0.17
0.02; 0.17
0.00; 0.15
0.01; 0.16
0.02; 0.16
0.02; 0.17
0.01; 0.15
0.00; 0.16
0.01; 0.17
0.01; 0.17
0.01; 0.16
0.00; 0.17
0.01; 0.16
0.01; 0.17
0.00; 0.16
0.00; 0.16
0.01; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.17
0.00; 0.16
0.01; 0.17
0.00; 0.16
0.01; 0.16
0.01; 0.17
0.01; 0.17
0.00; 0.16
0.00; 0.16
0.02; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.16
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.16
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.16
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.16
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.16
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.16
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.16
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.01; 0.16
0.00; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.16
0.00; 0.17
0.01; 0.17
0.00; 0.17
0.01; 0.16
0.00; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.16
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.17
0.01; 0.17
0.01; 0.17
0.01; 0.16
0.01; 0.17
0.00; 0.17
0.00; 0.17
0.00; 0.16
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.00; 0.15
0.00; 0.16
0.01; 0.17
0.00; 0.16
0.02; 0.16
0.01; 0.17
0.00; 0.17
0.01; 0.17
0.01; 0.16
0.00; 0.16
0.00; 0.17
0.00; 0.16
0.00; 0.16
0.01; 0.17
0.01; 0.17
0.00; 0.17
0.00; 0.16
0.00; 0.16
0.01; 0.17
0.01; 0.16
0.00; 0.16
0.01; 0.16
0.01; 0.16
0.00; 0.16
0.00; 0.15
0.00; 0.15
0.01; 0.16
0.02; 0.15
0.03; 0.15
0.02; 0.15
0.02; 0.15
0.03; 0.16
0.03; 0.14
0.02; 0.14
0.04; 0.15
0.02; 0.16
0.02; 0.15
0.02; 0.15
0.03; 0.15
0.00; 0.16
0.01; 0.15
0.02; 0.14
0.02; 0.15
0.03; 0.15
0.04; 0.15
0.01; 0.14
0.01; 0.15
0.03; 0.16
0.02; 0.15
0.04; 0.14
0.01; 0.15
0.02; 0.15
0.01; 0.15
0.03; 0.14
0.02; 0.14
0.01; 0.14
0.03; 0.13
0.02; 0.13
0.03; 0.14
0.03; 0.14
0.04; 0.14
0.03; 0.13
0.05; 0.13
0.04; 0.14
0.03; 0.13
0.03; 0.12
0.05; 0.13
0.05; 0.14
0.05; 0.13
0.03; 0.13
0.04; 0.13
0.04; 0.14
0.03; 0.13
0.04; 0.12
0.05; 0.13
0.04; 0.14
0.03; 0.13
0.05; 0.13
0.03; 0.13
0.05; 0.14
0.05; 0.14
0.04; 0.13
0.03; 0.13
0.06; 0.14
0.05; 0.14
0.03; 0.13
0.04; 0.13
0.03; 0.14
0.05; 0.13
0.03; 0.13
0.03; 0.14
0.03; 0.14
0.03; 0.14
0.05; 0.13
0.02; 0.13
0.05; 0.14
0.03; 0.13
0.03; 0.13
0.04; 0.13
0.03; 0.13
0.03; 0.14
0.03; 0.13
0.04; 0.13
0.03; 0.14
0.03; 0.13
0.03; 0.13
0.02; 0.14
0.04; 0.14
0.03; 0.14
0.03; 0.13
0.04; 0.13
0.02; 0.14
0.03; 0.14
0.03; 0.13
0.03; 0.14
0.02; 0.14
0.03; 0.14
0.03; 0.13
0.04; 0.13
0.03; 0.14
0.03; 0.13
0.02; 0.13
0.03; 0.14
0.05; 0.14
0.03; 0.14
0.02; 0.13
0.03; 0.13
0.03; 0.14
0.02; 0.14
0.03; 0.13
0.02; 0.14
0.02; 0.14
0.02; 0.14
0.03; 0.13
0.03; 0.13
0.03; 0.14
0.05; 0.14
0.04; 0.13
0.02; 0.14
0.03; 0.14
0.05; 0.14
0.03; 0.13
0.02; 0.13
0.02; 0.14
0.03; 0.14
0.03; 0.13
0.02; 0.14
0.03; 0.13
0.05; 0.14
0.03; 0.13
0.04; 0.13
0.05; 0.14
0.02; 0.14
0.02; 0.13
0.03; 0.13
0.03; 0.14
0.03; 0.14
0.05; 0.13
0.02; 0.13
0.03; 0.14
0.03; 0.14
0.02; 0.14
0.05; 0.13
0.03; 0.13
0.03; 0.14
0.02; 0.13
0.01; 0.13
0.04; 0.14
0.03; 0.14
0.02; 0.14
0.03; 0.13
0.03; 0.14
0.02; 0.14
0.05; 0.14
0.02; 0.13
0.04; 0.14
0.02; 0.14
0.03; 0.14
0.03; 0.13
0.03; 0.13
0.01; 0.14
0.04; 0.13
0.04; 0.13
0.03; 0.13
0.05; 0.14
0.05; 0.13
0.03; 0.13
0.03; 0.13
0.04; 0.14
0.03; 0.13
0.05; 0.12
0.02; 0.13
0.04; 0.13
0.05; 0.12
0.04; 0.12
0.05; 0.12
0.04; 0.13
0.04; 0.12
0.05; 0.12
0.05; 0.13
0.03; 0.13
0.04; 0.13
0.04; 0.12
0.02; 0.12
0.05; 0.13
0.04; 0.12
0.03; 0.12
0.04; 0.12
0.05; 0.13
0.05; 0.13
0.05; 0.12
0.03; 0.12
0.05; 0.13
0.03; 0.12
0.06; 0.12
0.05; 0.12
0.04; 0.12
0.06; 0.12
0.05; 0.11
0.04; 0.12
0.06; 0.12
0.05; 0.12
0.07; 0.11
0.07; 0.12
0.05; 0.12
0.04; 0.12
0.05; 0.12
0.03; 0.12
0.07; 0.13
0.05; 0.12
0.04; 0.12
0.04; 0.12
0.05; 0.13
0.03; 0.12
0.04; 0.12
0.05; 0.12
0.05; 0.13
0.06; 0.12
0.05; 0.12
0.04; 0.12
0.05; 0.13
0.05; 0.12
0.07; 0.11
0.05; 0.12
0.04; 0.13
0.05; 0.12
0.07; 0.12
0.04; 0.12
0.05; 0.12
0.07; 0.12
0.06; 0.11
0.04; 0.11
0.04; 0.12
0.05; 0.12
0.05; 0.11
0.04; 0.12
0.04; 0.12
0.05; 0.12
0.06; 0.11
0.07; 0.11
0.04; 0.12
0.04; 0.12
0.07; 0.11
0.07; 0.12
0.05; 0.12
0.05; 0.12
0.06; 0.11
0.06; 0.11
0.05; 0.12
0.06; 0.11
0.07; 0.11
0.05; 0.11
0.05; 0.11
0.07; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.11
0.06; 0.11
0.06; 0.11
0.07; 0.10
0.05; 0.11
0.06; 0.11
0.06; 0.10
0.06; 0.10
0.07; 0.11
0.06; 0.11
0.06; 0.10
0.07; 0.10
0.09; 0.11
0.05; 0.11
0.07; 0.10
0.06; 0.10
0.07; 0.11
0.07; 0.11
0.07; 0.11
0.06; 0.10
0.06; 0.11
0.05; 0.12
0.07; 0.11
0.07; 0.10
0.06; 0.11
0.06; 0.11
0.06; 0.11
0.06; 0.11
0.07; 0.11
0.06; 0.12
0.07; 0.11
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.06; 0.11
0.06; 0.10
0.07; 0.11
0.07; 0.12
0.05; 0.11
0.06; 0.10
0.05; 0.11
0.07; 0.11
0.06; 0.11
0.07; 0.10
0.06; 0.11
0.05; 0.12
0.05; 0.11
0.07; 0.10
0.06; 0.11
0.06; 0.11
0.06; 0.11
0.07; 0.10
0.05; 0.11
0.04; 0.12
0.06; 0.11
0.07; 0.10
0.06; 0.11
0.06; 0.11
0.05; 0.11
0.06; 0.10
0.05; 0.11
0.06; 0.12
0.06; 0.11
0.06; 0.10
0.05; 0.11
0.06; 0.11
0.07; 0.11
0.07; 0.10
0.06; 0.11
0.07; 0.12
0.05; 0.11
0.06; 0.10
0.07; 0.11
0.05; 0.11
0.07; 0.11
0.06; 0.10
0.06; 0.11
0.06; 0.12
0.06; 0.11
0.07; 0.10
0.07; 0.11
0.06; 0.11
0.06; 0.11
0.06; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.10
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.10
0.08; 0.10
0.07; 0.10
0.06; 0.10
0.08; 0.11
0.08; 0.09
0.07; 0.10
0.07; 0.11
0.07; 0.10
0.05; 0.10
0.09; 0.10
0.07; 0.10
0.06; 0.11
0.09; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.10
0.07; 0.10
0.06; 0.11
0.06; 0.10
0.06; 0.09
0.07; 0.10
0.08; 0.10
0.09; 0.10
0.07; 0.10
0.07; 0.10
0.07; 0.11
0.07; 0.10
0.07; 0.09
0.06; 0.10
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.10
0.08; 0.09
0.07; 0.10
0.08; 0.10
0.06; 0.10
0.06; 0.10
0.07; 0.10
0.07; 0.11
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.07; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.10
0.06; 0.11
0.07; 0.10
0.07; 0.09
0.06; 0.10
0.06; 0.11
0.06; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.11
0.07; 0.11
0.06; 0.10
0.08; 0.10
0.06; 0.11
0.06; 0.10
0.07; 0.10
0.06; 0.10
0.07; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.10
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.10
0.08; 0.11
0.06; 0.11
0.07; 0.10
0.09; 0.10
0.06; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.10
0.05; 0.11
0.05; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.10
0.05; 0.10
0.07; 0.10
0.09; 0.11
0.06; 0.10
0.07; 0.10
0.06; 0.10
0.07; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.10
0.06; 0.11
0.07; 0.10
0.06; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.10
0.07; 0.10
0.09; 0.10
0.06; 0.10
0.07; 0.11
0.06; 0.10
0.07; 0.10
0.06; 0.11
0.06; 0.11
0.06; 0.10
0.07; 0.10
0.05; 0.11
0.07; 0.11
0.06; 0.10
0.07; 0.10
0.07; 0.11
0.06; 0.11
0.08; 0.10
0.06; 0.10
0.07; 0.11
0.05; 0.11
0.07; 0.10
0.05; 0.10
0.06; 0.11
0.06; 0.11
0.07; 0.10
0.06; 0.10
0.06; 0.10
0.07; 0.11
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.06; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.09; 0.10
0.07; 0.10
0.07; 0.11
0.07; 0.11
0.07; 0.11
0.07; 0.10
0.06; 0.11
0.08; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.06; 0.11
0.07; 0.10
0.05; 0.10
0.06; 0.11
0.07; 0.10
0.08; 0.10
0.06; 0.10
0.05; 0.11
0.06; 0.11
0.06; 0.10
0.07; 0.10
0.07; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.10
0.07; 0.11
0.06; 0.11
0.07; 0.10
0.09; 0.10
0.06; 0.11
0.07; 0.10
0.06; 0.10
0.07; 0.11
0.07; 0.11
0.07; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.06; 0.10
0.06; 0.10
0.07; 0.11
0.06; 0.11
0.07; 0.11
0.05; 0.10
0.07; 0.10
0.07; 0.11
0.05; 0.10
0.06; 0.10
0.07; 0.10
0.07; 0.11
0.06; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.07; 0.10
0.06; 0.11
0.06; 0.11
0.07; 0.11
0.05; 0.10
0.07; 0.10
0.07; 0.11
0.07; 0.10
0.06; 0.10
0.08; 0.10
0.07; 0.11
0.06; 0.11
0.05; 0.10
0.05; 0.10
0.06; 0.11
0.07; 0.10
0.06; 0.10
0.07; 0.11
0.07; 0.11
0.07; 0.11
0.05; 0.10
0.07; 0.10
0.07; 0.11
0.06; 0.11
0.06; 0.10
0.06; 0.10
0.06; 0.11
0.06; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.10
0.07; 0.10
0.06; 0.11
0.07; 0.11
0.05; 0.10
0.06; 0.10
0.06; 0.10
0.07; 0.10
0.07; 0.10
0.06; 0.09
0.06; 0.10
0.06; 0.10
0.06; 0.10
0.08; 0.10
0.07; 0.10
0.07; 0.11
0.06; 0.10
0.07; 0.09
0.07; 0.10
0.07; 0.10
0.07; 0.10
0.07; 0.10
0.05; 0.10
0.07; 0.11
0.07; 0.10
0.08; 0.09
0.09; 0.10
0.09; 0.09
0.09; 0.09
0.07; 0.09
0.11; 0.09
0.09; 0.10
0.08; 0.09
0.07; 0.08
0.09; 0.09
0.07; 0.10
0.10; 0.09
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.09; 0.09
0.07; 0.09
0.07; 0.10
0.08; 0.10
0.07; 0.10
0.09; 0.09
0.07; 0.09
0.08; 0.10
0.08; 0.10
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.08; 0.09
0.09; 0.09
0.09; 0.09
0.08; 0.10
0.08; 0.09
0.10; 0.08
0.08; 0.09
0.09; 0.10
0.09; 0.09
0.07; 0.08
0.09; 0.09
0.09; 0.10
0.07; 0.09
0.09; 0.08
0.08; 0.09
0.10; 0.10
0.07; 0.09
0.07; 0.09
0.09; 0.09
0.08; 0.10
0.08; 0.09
0.08; 0.09
0.07; 0.09
0.08; 0.10
0.08; 0.09
0.09; 0.09
0.08; 0.09
0.09; 0.10
0.09; 0.09
0.07; 0.09
0.09; 0.10
0.08; 0.10
0.08; 0.09
0.08; 0.09
0.09; 0.09
0.09; 0.10
0.09; 0.09
0.07; 0.09
0.07; 0.09
0.07; 0.10
0.09; 0.10
0.09; 0.09
0.07; 0.09
0.08; 0.10
0.07; 0.10
0.07; 0.09
0.09; 0.10
0.08; 0.10
0.07; 0.10
0.08; 0.09
0.08; 0.09
0.07; 0.10
0.09; 0.10
0.07; 0.09
0.09; 0.10
0.07; 0.10
0.07; 0.10
0.09; 0.09
0.09; 0.09
0.08; 0.10
0.09; 0.10
0.09; 0.09
0.08; 0.09
0.09; 0.09
0.07; 0.10
0.08; 0.09
0.08; 0.09
0.07; 0.10
0.08; 0.10
0.07; 0.09
0.07; 0.09
0.08; 0.09
0.09; 0.10
0.08; 0.09
0.08; 0.09
0.09; 0.10
0.07; 0.10
0.09; 0.09
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.09
0.09; 0.09
0.09; 0.10
0.08; 0.10
0.09; 0.09
0.08; 0.09
0.07; 0.09
0.07; 0.10
0.08; 0.09
0.08; 0.09
0.08; 0.09
0.09; 0.10
0.07; 0.09
0.07; 0.09
0.07; 0.09
0.08; 0.10
0.07; 0.09
0.09; 0.08
0.07; 0.09
0.07; 0.10
0.08; 0.10
0.08; 0.09
0.07; 0.09
0.07; 0.10
0.08; 0.09
0.09; 0.09
0.09; 0.10
0.08; 0.10
0.09; 0.10
0.09; 0.09
0.09; 0.09
0.09; 0.10
0.09; 0.09
0.07; 0.09
0.09; 0.09
0.07; 0.10
0.09; 0.10
0.07; 0.09
0.07; 0.09
0.08; 0.10
0.09; 0.09
0.07; 0.09
0.08; 0.09
0.07; 0.10
0.07; 0.09
0.08; 0.09
0.07; 0.09
0.08; 0.10
0.09; 0.09
0.06; 0.09
0.08; 0.09
0.07; 0.10
0.08; 0.10
0.09; 0.09
0.10; 0.09
0.08; 0.10
0.07; 0.09
0.07; 0.09
0.07; 0.09
0.09; 0.09
0.08; 0.10
0.09; 0.09
0.06; 0.09
0.09; 0.10
0.07; 0.09
0.09; 0.09
0.07; 0.09
0.07; 0.10
0.07; 0.10
0.09; 0.09
0.09; 0.09
0.07; 0.10
0.08; 0.09
0.08; 0.09
0.09; 0.09
0.09; 0.10
0.07; 0.10
0.09; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.09
0.09; 0.09
0.08; 0.09
0.08; 0.10
0.08; 0.10
0.07; 0.09
0.07; 0.09
0.08; 0.10
0.08; 0.09
0.09; 0.09
0.07; 0.09
0.07; 0.10
0.08; 0.10
0.09; 0.09
0.07; 0.09
0.08; 0.10
0.09; 0.10
0.07; 0.09
0.07; 0.09
0.07; 0.09
0.07; 0.10
0.08; 0.09
0.09; 0.09
0.07; 0.10
0.08; 0.10
0.09; 0.09
0.07; 0.09
0.09; 0.09
0.07; 0.10
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.08; 0.10
0.09; 0.09
0.07; 0.09
0.08; 0.09
0.08; 0.10
0.08; 0.09
0.07; 0.09
0.07; 0.10
0.09; 0.10
0.07; 0.09
0.07; 0.09
0.08; 0.09
0.08; 0.10
0.07; 0.09
0.08; 0.09
0.08; 0.10
0.08; 0.10
0.07; 0.10
0.09; 0.09
0.09; 0.09
0.06; 0.10
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.08; 0.10
0.07; 0.09
0.08; 0.09
0.09; 0.09
0.08; 0.10
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.10
0.11; 0.10
0.08; 0.09
0.09; 0.09
0.08; 0.10
0.09; 0.09
0.07; 0.09
0.07; 0.09
0.08; 0.10
0.08; 0.10
0.07; 0.09
0.07; 0.09
0.07; 0.10
0.09; 0.09
0.08; 0.09
0.08; 0.09
0.08; 0.10
0.08; 0.10
0.08; 0.09
0.07; 0.09
0.07; 0.10
0.09; 0.09
0.08; 0.09
0.08; 0.10
0.08; 0.10
0.09; 0.09
0.07; 0.09
0.07; 0.09
0.09; 0.10
0.08; 0.09
0.07; 0.09
0.07; 0.10
0.09; 0.10
0.07; 0.09
0.09; 0.09
0.09; 0.09
0.07; 0.10
0.07; 0.09
0.07; 0.09
0.09; 0.09
0.08; 0.10
0.07; 0.09
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.10
0.09; 0.09
0.09; 0.09
0.08; 0.10
0.07; 0.10
0.08; 0.09
0.07; 0.09
0.08; 0.10
0.11; 0.10
0.09; 0.09
0.08; 0.10
0.06; 0.10
0.09; 0.10
0.08; 0.09
0.08; 0.09
0.07; 0.10
0.09; 0.10
0.09; 0.09
0.08; 0.09
0.09; 0.09
0.09; 0.10
0.09; 0.09
0.07; 0.09
0.08; 0.10
0.10; 0.10
0.07; 0.09
0.09; 0.09
0.07; 0.09
0.08; 0.10
0.07; 0.09
0.09; 0.09
0.07; 0.10
0.09; 0.10
0.09; 0.09
0.08; 0.09
0.08; 0.09
0.07; 0.10
0.08; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.10
0.07; 0.09
0.08; 0.09
0.09; 0.09
0.08; 0.10
0.09; 0.09
0.06; 0.09
0.07; 0.10
0.07; 0.10
0.07; 0.10
0.08; 0.09
0.08; 0.09
0.09; 0.10
0.07; 0.09
0.08; 0.09
0.08; 0.10
0.09; 0.10
0.07; 0.09
0.07; 0.09
0.08; 0.09
0.08; 0.10
0.07; 0.09
0.07; 0.09
0.07; 0.10
0.07; 0.10
0.08; 0.10
0.07; 0.09
0.07; 0.09
0.09; 0.10
0.07; 0.09
0.09; 0.09
0.09; 0.10
0.08; 0.10
0.08; 0.10
0.09; 0.09
0.08; 0.09
0.07; 0.10
0.07; 0.09
0.08; 0.09
0.08; 0.09
0.09; 0.10
0.09; 0.10
0.09; 0.09
0.08; 0.09
0.07; 0.10
0.09; 0.09
0.09; 0.08
0.09; 0.09
0.11; 0.09
0.11; 0.09
0.11; 0.08
0.10; 0.08
0.10; 0.09
0.11; 0.08
0.08; 0.07
0.10; 0.08
0.09; 0.09
0.11; 0.08
0.11; 0.07
0.12; 0.08
0.10; 0.08
0.13; 0.08
0.11; 0.07
0.10; 0.08
0.10; 0.08
0.10; 0.08
0.10; 0.07
0.10; 0.07
0.10; 0.08
0.11; 0.07
0.10; 0.07
0.12; 0.07
0.11; 0.08
0.12; 0.07
0.12; 0.07
0.12; 0.07
0.10; 0.08
0.12; 0.07
0.11; 0.07
0.11; 0.07
0.11; 0.08
0.10; 0.07
0.13; 0.07
0.11; 0.07
0.11; 0.07
0.13; 0.07
0.12; 0.06
0.13; 0.06
0.12; 0.06
0.13; 0.06
0.14; 0.06
0.13; 0.06
0.14; 0.06
0.15; 0.06
0.13; 0.05
0.14; 0.05
0.16; 0.06
0.13; 0.05
0.15; 0.05
0.14; 0.05
0.15; 0.05
0.14; 0.06
0.14; 0.05
0.16; 0.05
0.14; 0.05
0.14; 0.05
0.15; 0.05
0.15; 0.05
0.15; 0.05
0.15; 0.04
0.19; 0.04
0.19; 0.04
0.19; 0.04
0.16; 0.05
0.16; 0.04
0.18; 0.03
0.18; 0.04
0.19; 0.04
0.18; 0.03
0.20; 0.03
0.21; 0.03
0.20; 0.04
0.19; 0.03
0.20; 0.02
0.20; 0.03
0.21; 0.03
0.18; 0.03
0.21; 0.03
0.20; 0.03
0.20; 0.04
0.19; 0.03
0.19; 0.02
0.21; 0.03
0.20; 0.04
0.20; 0.03
0.20; 0.02
0.21; 0.03
0.20; 0.03
0.21; 0.03
0.21; 0.02
0.21; 0.03
0.20; 0.03
0.19; 0.03
0.22; 0.02
0.21; 0.03
0.21; 0.03
